number,player,team_name,team_abbr,season,position,nationality,age,height,weight,shoots,catches,experience,birth_date,height_ft,height_cm,season_short,link
48,Wyatt Kalynuk,Chicago Blackhawks,CHI,2020-21,D,ca,23,6-1,174,L,-,0,"April 14, 1997",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/k/kalynwy01.html
64,David Kampf,Chicago Blackhawks,CHI,2020-21,C,cz,26,6-2,188,L,-,3,"January 12, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kampfda01.html
88,Patrick Kane,Chicago Blackhawks,CHI,2020-21,RW,us,32,5-10,177,L,-,13,"November 19, 1988",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/k/kanepa01.html
2,Duncan Keith,Chicago Blackhawks,CHI,2020-21,D,ca,37,6-1,192,L,-,15,"July 16, 1983",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/k/keithdu01.html
8,Dominik Kubalík,Chicago Blackhawks,CHI,2020-21,LW,cz,25,6-2,179,L,-,1,"August 21, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kubaldo01.html
23,Philipp Kurashev,Chicago Blackhawks,CHI,2020-21,C,ch,21,6-0,190,L,-,0,"October 12, 1999",6,182.88,2021,https://www.hockey-reference.com/players/k/kurasph01.html
32,Kevin Lankinen,Chicago Blackhawks,CHI,2020-21,G,fi,25,6-2,185,-,L,0,"April 28, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/l/lankike01.html
51,Ian Mitchell,Chicago Blackhawks,CHI,2020-21,D,ca,22,5-11,173,R,-,0,"January 18, 1999",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/m/mitchia01.html
5,Connor Murphy,Chicago Blackhawks,CHI,2020-21,D,us,27,6-4,212,R,-,7,"March 26, 1993",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/m/murphco02.html
73,Brandon Pirri,Chicago Blackhawks,CHI,2020-21,C,ca,29,6-0,186,L,-,10,"April 10, 1991",6,182.88,2021,https://www.hockey-reference.com/players/p/pirribr01.html
75,Alec Regula,Chicago Blackhawks,CHI,2020-21,D,us,20,6-4,208,R,-,0,"August 6, 2000",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/r/regulal01.html
65,Andrew Shaw,Chicago Blackhawks,CHI,2020-21,C,ca,29,5-11,182,R,-,9,"July 20, 1991",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/s/shawan01.html
34,Carl Soderberg,Chicago Blackhawks,CHI,2020-21,C,se,35,6-3,210,L,-,8,"October 12, 1985",6.25,190.5,2021,https://www.hockey-reference.com/players/s/soderca01.html
61,Riley Stillman,Chicago Blackhawks,CHI,2020-21,D,ca,22,6-1,196,L,-,2,"March 9, 1998",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/stillri01.html
17,Dylan Strome,Chicago Blackhawks,CHI,2020-21,C,ca,23,6-3,200,L,-,4,"March 7, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/s/stromdy01.html
30,Malcolm Subban,Chicago Blackhawks,CHI,2020-21,G,ca,27,6-2,200,-,-,5,"December 21, 1993",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/subbama01.html
24,Pius Suter,Chicago Blackhawks,CHI,2020-21,F,ch,24,5-9,176,L,-,0,"May 24, 1996",5.75,175.26,2021,https://www.hockey-reference.com/players/s/suterpi01.html
71,Lucas Wallmark,Chicago Blackhawks,CHI,2020-21,C,se,25,6-0,178,L,-,4,"September 5, 1995",6,182.88,2021,https://www.hockey-reference.com/players/w/wallmlu01.html
16,Nikita Zadorov,Chicago Blackhawks,CHI,2020-21,D,ru,25,6-6,235,L,-,7,"April 16, 1995",6.5,198.12,2021,https://www.hockey-reference.com/players/z/zadorni01.html
41,Pierre-Edouard Bellemare,Colorado Avalanche,COL,2020-21,LW,fr,35,6-0,198,L,-,6,"March 6, 1985",6,182.88,2021,https://www.hockey-reference.com/players/b/bellepi01.html
95,Andre Burakovsky,Colorado Avalanche,COL,2020-21,LW,at,25,6-3,201,L,-,6,"February 9, 1995",6.25,190.5,2021,https://www.hockey-reference.com/players/b/burakan01.html
88,Kyle Burroughs,Colorado Avalanche,COL,2020-21,D,ca,25,6-0,193,R,-,0,"July 12, 1995",6,182.88,2021,https://www.hockey-reference.com/players/b/burroky01.html
4,Bowen Byram,Colorado Avalanche,COL,2020-21,D,ca,19,6-1,190,L,-,0,"June 13, 2001",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/byrambo01.html
11,Matt Calvert,Colorado Avalanche,COL,2020-21,LW,ca,31,5-11,186,L,-,10,"December 24, 1989",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/c/calvema01.html
,Ian Cole,Colorado Avalanche,COL,2020-21,D,us,31,6-1,225,L,-,10,"February 21, 1989",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/coleia01.html
37,J.T. Compher,Colorado Avalanche,COL,2020-21,LW,us,25,6-0,190,R,-,4,"April 8, 1995",6,182.88,2021,https://www.hockey-reference.com/players/c/comphj.01.html
72,Joonas Donskoi,Colorado Avalanche,COL,2020-21,RW,fi,28,6-0,190,R,-,5,"April 13, 1992",6,182.88,2021,https://www.hockey-reference.com/players/d/donskjo01.html
15,Sheldon Dries,Colorado Avalanche,COL,2020-21,C,us,26,5-9,180,L,-,2,"April 23, 1994",5.75,175.26,2021,https://www.hockey-reference.com/players/d/driessh01.html
40,Devan Dubnyk,Colorado Avalanche,COL,2020-21,G,ca,34,6-6,224,-,L,11,"May 4, 1986",6.5,198.12,2021,https://www.hockey-reference.com/players/d/dubnyde01.html
9,Dennis Gilbert,Colorado Avalanche,COL,2020-21,D,us,24,6-2,216,L,-,2,"October 30, 1996",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/g/gilbede01.html
49,Samuel Girard,Colorado Avalanche,COL,2020-21,D,ca,22,5-10,170,L,-,3,"May 12, 1998",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/g/girarsa01.html
27,Ryan Graves,Colorado Avalanche,COL,2020-21,D,ca,25,6-5,220,L,-,2,"May 21, 1995",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/g/gravery01.html
31,Philipp Grubauer,Colorado Avalanche,COL,2020-21,G,de,29,6-1,188,-,L,8,"November 25, 1991",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/g/grubaph01.html
35,Jonas Johansson,Colorado Avalanche,COL,2020-21,G,se,25,6-5,220,L,-,1,"September 19, 1995",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/j/johanjo03.html
6,Erik Johnson,Colorado Avalanche,COL,2020-21,D,us,32,6-4,225,R,-,12,"March 21, 1988",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/j/johnser01.html
17,Tyson Jost,Colorado Avalanche,COL,2020-21,C,ca,22,5-11,187,L,-,4,"March 14, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/j/jostty01.html
91,Nazem Kadri,Colorado Avalanche,COL,2020-21,C,ca,30,6-0,192,L,-,11,"October 6, 1990",6,182.88,2021,https://www.hockey-reference.com/players/k/kadrina01.html
61,Martin Kaut,Colorado Avalanche,COL,2020-21,RW,cz,21,6-2,180,R,-,1,"October 2, 1999",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/k/kautma01.html
92,Gabriel Landeskog,Colorado Avalanche,COL,2020-21,LW,se,28,6-1,215,L,-,9,"November 23, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/l/landega01.html
26-34,Jacob MacDonald,Colorado Avalanche,COL,2020-21,D,us,27,6-0,204,L,-,1,"February 26, 1993",6,182.88,2021,https://www.hockey-reference.com/players/m/macdoja02.html
29,Nathan MacKinnon,Colorado Avalanche,COL,2020-21,C,ca,25,6-0,200,R,-,7,"September 1, 1995",6,182.88,2021,https://www.hockey-reference.com/players/m/mackina01.html
8,Cale Makar,Colorado Avalanche,COL,2020-21,D,ca,22,5-11,187,R,-,1,"October 30, 1998",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/m/makarca01.html
12,Jayson Megna,Colorado Avalanche,COL,2020-21,C,us,30,6-1,195,R,-,6,"February 1, 1990",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/megnaja01.html
67,Keaton Middleton,Colorado Avalanche,COL,2020-21,D,ca,22,6-5,235,L,-,0,"February 10, 1998",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/m/middlke01.html
32,Hunter Miska,Colorado Avalanche,COL,2020-21,G,us,25,6-1,175,-,-,1,"July 7, 1995",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/m/miskahu01.html
24,Patrik Nemeth,Colorado Avalanche,COL,2020-21,D,se,28,6-3,228,L,-,7,"February 8, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/n/nemetpa01.html
18,Alex Newhook,Colorado Avalanche,COL,2020-21,C,ca,20,5-10,190,L,-,0,"January 28, 2001",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/n/newhoal01.html
13,Valeri Nichushkin,Colorado Avalanche,COL,2020-21,RW,ru,25,6-4,210,L,-,5,"March 4, 1995",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/n/nichuva01.html
38,Liam O'Brien,Colorado Avalanche,COL,2020-21,C,ca,26,6-1,213,L,-,3,"July 29, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/o/obrieli01.html
25,Logan O'Connor,Colorado Avalanche,COL,2020-21,RW,us,24,6-0,175,R,-,2,"August 14, 1996",6,182.88,2021,https://www.hockey-reference.com/players/o/oconnlo01.html
5,Greg Pateryn,Colorado Avalanche,COL,2020-21,D,us,30,6-2,221,R,-,7,"June 20, 1990",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/p/patergr01.html
,Sampo Ranta,Colorado Avalanche,COL,2020-21,LW,fi,20,6-1,192,L,-,0,"May 31, 2000",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/r/rantasa01.html
96,Mikko Rantanen,Colorado Avalanche,COL,2020-21,RW,fi,24,6-4,215,L,-,5,"October 29, 1996",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/r/rantami01.html
2,Dan Renouf,Colorado Avalanche,COL,2020-21,D,ca,26,6-3,198,L,-,1,"June 1, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/r/renouda01.html
20,Brandon Saad,Colorado Avalanche,COL,2020-21,LW,us,28,6-1,206,L,-,9,"October 27, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/saadbr01.html
44,Kiefer Sherwood,Colorado Avalanche,COL,2020-21,RW,us,25,6-0,194,R,-,2,"March 31, 1995",6,182.88,2021,https://www.hockey-reference.com/players/s/sherwki01.html
34,Carl Soderberg,Colorado Avalanche,COL,2020-21,C,se,35,6-3,210,L,-,8,"October 12, 1985",6.25,190.5,2021,https://www.hockey-reference.com/players/s/soderca01.html
22,Conor Timmins,Colorado Avalanche,COL,2020-21,D,ca,22,6-2,185,R,-,1,"September 18, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/t/timmico01.html
7,Devon Toews,Colorado Avalanche,COL,2020-21,D,ca,26,6-1,191,L,-,2,"February 21, 1994",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/t/toewsde01.html
14,Jamie Benn,Dallas Stars,DAL,2020-21,LW,ca,31,6-2,210,L,-,11,"July 18, 1989",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/b/bennja01.html
17,Nicholas Caamano,Dallas Stars,DAL,2020-21,RW,ca,22,6-3,205,L,-,1,"September 7, 1998",6.25,190.5,2021,https://www.hockey-reference.com/players/c/caamani01.html
11,Andrew Cogliano,Dallas Stars,DAL,2020-21,LW/C,ca,33,5-10,175,L,-,13,"June 14, 1987",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/c/coglian01.html
15,Blake Comeau,Dallas Stars,DAL,2020-21,RW,ca,34,6-1,200,R,-,14,"February 18, 1986",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/c/comeabl01.html
10,Ty Dellandrea,Dallas Stars,DAL,2020-21,C,ca,20,6-0,195,R,-,0,"July 21, 2000",6,182.88,2021,https://www.hockey-reference.com/players/d/dellaty01.html
18,Jason Dickinson,Dallas Stars,DAL,2020-21,C,ca,25,6-2,200,L,-,5,"July 4, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/d/dickija01.html
37,Justin Dowling,Dallas Stars,DAL,2020-21,C,ca,30,5-10,180,L,-,3,"October 1, 1990",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/d/dowliju01.html
12,Radek Faksa,Dallas Stars,DAL,2020-21,C,cz,27,6-3,220,L,-,5,"January 9, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/f/faksara01.html
49,Rhett Gardner,Dallas Stars,DAL,2020-21,C/LW,ca,24,6-3,210,L,-,1,"February 28, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/g/gardnrh01.html
34,Denis Gurianov,Dallas Stars,DAL,2020-21,RW,ru,23,6-3,195,L,-,3,"June 7, 1997",6.25,190.5,2021,https://www.hockey-reference.com/players/g/guriade01.html
44,Joel Hanley,Dallas Stars,DAL,2020-21,D,ca,29,5-11,190,L,-,5,"June 8, 1991",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/h/hanlejo01.html
4,Miro Heiskanen,Dallas Stars,DAL,2020-21,D,fi,21,6-1,190,L,-,2,"July 18, 1999",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/h/heiskmi01.html
24,Roope Hintz,Dallas Stars,DAL,2020-21,LW,fi,24,6-3,210,L,-,2,"November 17, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/h/hintzro01.html
64,Tanner Kero,Dallas Stars,DAL,2020-21,RW,us,28,6-0,185,L,-,3,"July 24, 1992",6,182.88,2021,https://www.hockey-reference.com/players/k/kerota01.html
35,Anton Khudobin,Dallas Stars,DAL,2020-21,G,su,34,5-11,195,-,L,11,"May 7, 1986",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/k/khudoan01.html
25,Joel Kiviranta,Dallas Stars,DAL,2020-21,F,fi,24,5-11,180,L,-,1,"March 23, 1996",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/k/kivirjo01.html
3,John Klingberg,Dallas Stars,DAL,2020-21,D,se,28,6-3,190,R,-,6,"August 14, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/k/klingjo01.html
38,Joel L'Esperance,Dallas Stars,DAL,2020-21,RW,us,25,6-2,210,R,-,2,"August 18, 1995",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/l/lespejo01.html
23,Esa Lindell,Dallas Stars,DAL,2020-21,D,fi,26,6-3,220,L,-,5,"May 23, 1994",6.25,190.5,2021,https://www.hockey-reference.com/players/l/lindees01.html
29,Jake Oettinger,Dallas Stars,DAL,2020-21,G,us,22,6-5,220,-,L,0,"December 18, 1998",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/o/oettija01.html
2,Jamie Oleksiak,Dallas Stars,DAL,2020-21,D,ca,28,6-7,255,L,-,8,"December 21, 1992",6.58333333333333,200.66,2021,https://www.hockey-reference.com/players/o/oleksja01.html
16,Joe Pavelski,Dallas Stars,DAL,2020-21,C,us,36,5-11,195,R,-,14,"July 11, 1984",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/p/paveljo01.html
13,Mark Pysyk,Dallas Stars,DAL,2020-21,D,ca,29,6-1,196,R,-,8,"January 11, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/p/pysykma01.html
47,Alexander Radulov,Dallas Stars,DAL,2020-21,RW,su,34,6-1,200,L,-,7,"July 5, 1986",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/r/radulal01.html
21,Jason Robertson,Dallas Stars,DAL,2020-21,LW,us,21,6-3,200,L,-,1,"July 22, 1999",6.25,190.5,2021,https://www.hockey-reference.com/players/r/roberja01.html
91,Tyler Seguin,Dallas Stars,DAL,2020-21,C,ca,29,6-1,200,R,-,10,"January 31, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/s/seguity01.html
5,Andrej Sekera,Dallas Stars,DAL,2020-21,D,cs,34,6-0,200,L,-,14,"June 8, 1986",6,182.88,2021,https://www.hockey-reference.com/players/s/sekeran01.html
45,Sami Vatanen,Dallas Stars,DAL,2020-21,D,fi,29,5-10,185,R,-,8,"June 3, 1991",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/v/vatansa01.html
45,Jonathan Bernier,Detroit Red Wings,DET,2020-21,G,ca,32,6-0,185,-,L,12,"August 7, 1988",6,182.88,2021,https://www.hockey-reference.com/players/b/bernijo01.html
59,Tyler Bertuzzi,Detroit Red Wings,DET,2020-21,LW,ca,25,6-1,199,L,-,4,"February 24, 1995",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/b/bertuty01.html
3,Alex Biega,Detroit Red Wings,DET,2020-21,D,ca,32,5-10,199,R,-,6,"April 4, 1988",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/b/biegaal01.html
86,Mathias Brome,Detroit Red Wings,DET,2020-21,F,se,26,6-0,183,L,-,0,"July 29, 1994",6,182.88,2021,https://www.hockey-reference.com/players/b/bromema01.html
21,Dennis Cholowski,Detroit Red Wings,DET,2020-21,D,ca,22,6-2,197,L,-,2,"February 15, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/c/cholode01.html
65,Danny DeKeyser,Detroit Red Wings,DET,2020-21,D,us,30,6-3,190,L,-,8,"March 7, 1990",6.25,190.5,2021,https://www.hockey-reference.com/players/d/dekeyda01.html
44,Christian Djoos,Detroit Red Wings,DET,2020-21,D,se,26,6-0,169,L,-,3,"August 6, 1994",6,182.88,2021,https://www.hockey-reference.com/players/d/djoosch01.html
73,Adam Erne,Detroit Red Wings,DET,2020-21,LW,us,25,6-1,212,L,-,4,"April 20, 1995",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/e/ernead01.html
14,Robby Fabbri,Detroit Red Wings,DET,2020-21,C,ca,25,5-10,190,L,-,4,"January 22, 1996",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/f/fabbrro01.html
51,Valtteri Filppula,Detroit Red Wings,DET,2020-21,C,fi,36,6-0,189,L,-,15,"March 20, 1984",6,182.88,2021,https://www.hockey-reference.com/players/f/filppva01.html
89,Sam Gagner,Detroit Red Wings,DET,2020-21,C,ca,31,5-11,200,R,-,13,"August 10, 1989",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/g/gagnesa01.html
41,Luke Glendening,Detroit Red Wings,DET,2020-21,C,us,31,5-11,190,R,-,7,"April 28, 1989",5.91666666666667,180.34,2021,https://www.hockey-reference.com/players/g/glendlu01.html
29,Thomas Greiss,Detroit Red Wings,DET,2020-21,G,de,35,6-2,232,-,L,11,"January 29, 1986",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/g/greisth01.html
43,Darren Helm,Detroit Red Wings,DET,2020-21,C/LW,ca,34,6-0,192,L,-,13,"January 21, 1987",6,182.88,2021,https://www.hockey-reference.com/players/h/helmda01.html
67,Taro Hirose,Detroit Red Wings,DET,2020-21,LW,ca,24,5-10,162,L,-,2,"June 30, 1996",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/h/hirosta01.html
17,Filip Hronek,Detroit Red Wings,DET,2020-21,D,cz,23,6-0,183,R,-,2,"November 2, 1997",6,182.88,2021,https://www.hockey-reference.com/players/h/hronefi01.html
71,Dylan Larkin,Detroit Red Wings,DET,2020-21,C,us,24,6-1,198,L,-,5,"July 30, 1996",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/l/larkidy01.html
28,Gustav Lindstrom,Detroit Red Wings,DET,2020-21,D,se,22,6-2,190,R,-,1,"October 20, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/l/lindsgu01.html
39,Anthony Mantha,Detroit Red Wings,DET,2020-21,RW,ca,26,6-5,234,L,-,5,"September 16, 1994",6.41666666666667,195.58,2021,https://www.hockey-reference.com/players/m/manthan01.html
24,Jonathon Merrill,Detroit Red Wings,DET,2020-21,D,us,28,6-3,195,L,-,7,"February 3, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/m/merrijo01.html
92,Vladislav Namestnikov,Detroit Red Wings,DET,2020-21,C,ru,28,6-0,184,L,-,7,"November 22, 1992",6,182.88,2021,https://www.hockey-reference.com/players/n/namesvl01.html
22,Patrik Nemeth,Detroit Red Wings,DET,2020-21,D,se,28,6-3,228,L,-,7,"February 8, 1992",6.25,190.5,2021,https://www.hockey-reference.com/players/n/nemetpa01.html
81,Frans Nielsen,Detroit Red Wings,DET,2020-21,C,dk,36,6-1,186,L,-,14,"April 24, 1984",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/n/nielsfr01.html
24,Richard Panik,Detroit Red Wings,DET,2020-21,RW,cs,29,6-2,210,L,-,8,"February 7, 1991",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/p/panikri01.html
31,Calvin Pickard,Detroit Red Wings,DET,2020-21,G,ca,28,6-1,210,-,-,6,"April 15, 1992",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/p/pickaca01.html
27,Michael Rasmussen,Detroit Red Wings,DET,2020-21,C,ca,21,6-6,229,L,-,1,"April 17, 1999",6.5,198.12,2021,https://www.hockey-reference.com/players/r/rasmumi01.html
54,Bobby Ryan,Detroit Red Wings,DET,2020-21,LW,us,33,6-2,209,R,-,13,"March 17, 1987",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/r/ryanbo01.html
48,Givani Smith,Detroit Red Wings,DET,2020-21,RW,ca,22,6-2,210,L,-,1,"February 28, 1998",6.16666666666667,187.96,2021,https://www.hockey-reference.com/players/s/smithgi01.html
18,Marc Staal,Detroit Red Wings,DET,2020-21,D,ca,34,6-4,213,L,-,13,"January 13, 1987",6.33333333333333,193.04,2021,https://www.hockey-reference.com/players/s/staalma01.html
70,Troy Stecher,Detroit Red Wings,DET,2020-21,D,ca,26,5-10,186,R,-,4,"April 7, 1994",5.83333333333333,177.8,2021,https://www.hockey-reference.com/players/s/stechtr01.html
37,Evgeny Svechnikov,Detroit Red Wings,DET,2020-21,LW,ru,24,6-3,207,L,-,3,"October 31, 1996",6.25,190.5,2021,https://www.hockey-reference.com/players/s/svechev01.html
90,Joseph Veleno,Detroit Red Wings,DET,2020-21,C,ca,21,6-1,198,L,-,0,"January 13, 2000",6.08333333333333,185.42,2021,https://www.hockey-reference.com/players/v/velenjo01.html
